id,article_id,article_title,section_path,heading,level,question,base_pca1,base_pca2,instruct_pca1,instruct_pca2,base_total_influence,instruct_total_influence,base_top_k_count,instruct_top_k_count,influence_diff,norm_base_influence,norm_instruct_influence,bert_umap1,bert_umap2,base_hub_score,instruct_hub_score
733,2157,Europe,Economy,Economy,2,How strong is Europe's economy?,-0.541221,7.132203,5.040304,1.013943,0.0,0.0,0,0,0.0,0.0,0.0,5.3069,1.0541226,-10,-10
734,2157,Europe,Economy > Economic history,Economic history,3,How did Europe become economically dominant?,7.034538,4.852242,11.075341,-0.934988,0.0,0.0,0,0,0.0,0.0,0.0,7.502305,-0.14879899,-10,-10
735,2157,Europe,Demographics,Demographics,2,How many people live in Europe?,0.308704,8.52186,5.272392,1.07989,4.249113,8.436991,34,72,4.187878,0.042333,0.114502,5.3964744,1.3461391,24,62
736,2157,Europe,Demographics > Ethnic groups,Ethnic groups,3,What ethnic groups make up Europe's population?,4.197177,7.049675,6.360362,2.529399,0.0,0.0,0,0,0.0,0.0,0.0,5.558717,1.2645972,-10,-10
737,2157,Europe,Demographics > Migration,Migration,3,Where are people migrating to and from in Europe?,1.099952,8.596508,6.163886,1.006005,0.0,0.0,0,0,0.0,0.0,0.0,5.453023,1.167136,-10,-10
738,2157,Europe,Demographics > Languages,Languages,3,What languages are spoken across Europe?,2.201441,8.502227,7.482197,1.169801,1.042684,0.0,2,0,-1.042684,0.010388,0.0,5.6215844,1.3152096,-8,-10
739,2157,Europe,Demographics > Religion,Religion,3,What are the main religions practiced in Europe?,7.754935,7.633204,11.068854,2.167044,3.060592,1.15925,14,3,-1.901342,0.030492,0.015733,6.5527515,2.611124,4,-7
740,2157,Europe,Demographics > Major cities and urban areas,Major cities and urban areas,3,What are the largest cities in Europe?,3.344679,9.255539,7.155616,1.189947,1.098475,1.113745,3,3,0.015269,0.010944,0.015115,5.1989756,1.1799284,-7,-7
741,2157,Europe,Culture,Culture,2,What is European culture known for?,2.120802,9.008057,6.935346,-0.284403,0.43255,0.0,4,0,-0.43255,0.004309,0.0,5.56042,1.296773,-6,-10
742,2157,Europe,Culture > Sport,Sport,3,What sports are most popular in Europe?,3.880302,7.329326,7.447615,2.706103,1.196289,0.964724,4,1,-0.231565,0.011918,0.013093,12.230308,0.20639908,-6,-9
743,2157,Europe,Culture > Social dimension,Social dimension,3,What social values and traditions define European society?,8.982585,7.380834,12.346263,3.144996,4.891538,2.884481,34,20,-2.007057,0.048733,0.039147,7.823067,-0.98232144,24,10
744,2171,Evolution,Introduction,Introduction,0,What is evolution?,5.495558,5.401885,10.925576,-0.774256,0.0,0.0,0,0,0.0,0.0,0.0,1.5050108,1.4040173,-10,-10
745,2171,Evolution,Heredity,Heredity,2,How do traits pass from parents to offspring?,7.033802,4.799619,7.760677,3.487955,0.0,0.0,0,0,0.0,0.0,0.0,1.3293834,1.4548365,-10,-10
746,2171,Evolution,Sources of variation,Sources of variation,2,Where does genetic variation come from?,6.446935,5.907447,12.034566,0.302691,0.0,0.0,0,0,0.0,0.0,0.0,1.5023878,1.3893472,-10,-10
747,2171,Evolution,Sources of variation > Mutation,Mutation,3,How do mutations create genetic diversity?,7.44788,4.581018,3.375412,1.381707,1.129702,0.0,2,0,-1.129702,0.011255,0.0,1.3258194,1.478546,-8,-10
748,2171,Evolution,Sources of variation > Sex and recombination,Sex and recombination,3,Why is sexual reproduction important for evolution?,6.726437,5.790642,7.985505,0.747736,0.0,0.0,0,0,0.0,0.0,0.0,0.94481194,1.3629645,-10,-10
749,2171,Evolution,Sources of variation > Gene flow,Gene flow,3,How does gene flow between populations affect evolution?,0.902152,7.313864,4.961225,2.437825,0.0,0.0,0,0,0.0,0.0,0.0,1.3327287,1.4915149,-10,-10
750,2171,Evolution,Sources of variation > Epigenetics,Epigenetics,3,Can environmental factors change gene expression without altering DNA?,-0.47339,6.534498,4.209502,1.898841,0.0,0.0,0,0,0.0,0.0,0.0,1.3430524,1.4399949,-10,-10
751,2171,Evolution,Evolutionary forces,Evolutionary forces,2,What forces drive evolutionary change?,4.124244,6.779945,11.425825,-0.951164,0.0,0.0,0,0,0.0,0.0,0.0,1.5320029,1.3392409,-10,-10
752,2171,Evolution,Evolutionary forces > Natural selection,Natural selection,3,How does natural selection work?,0.548206,6.924928,6.620021,1.65088,0.0,0.0,0,0,0.0,0.0,0.0,1.5193422,1.3389882,-10,-10
753,2171,Evolution,Evolutionary forces > Genetic drift,Genetic drift,3,What is genetic drift and how does it affect small populations?,7.494418,4.660074,12.064776,-0.614638,0.0,0.0,0,0,0.0,0.0,0.0,1.4299381,1.3690186,-10,-10
754,2171,Evolution,Evolutionary forces > Mutation bias,Mutation bias,3,Do some mutations occur more frequently than others?,1.865296,6.708554,6.077527,-0.034781,0.976973,4.633042,1,37,3.656069,0.009733,0.062877,1.3828343,1.3760165,-9,27
755,2171,Evolution,Evolutionary forces > Mutation bias > Genetic hitchhiking,Genetic hitchhiking,4,Can neutral genes evolve alongside beneficial ones?,-0.087671,7.328069,8.105054,0.743358,0.0,0.0,0,0,0.0,0.0,0.0,1.3241347,1.3909286,-10,-10
756,2171,Evolution,Evolutionary forces > Mutation bias > Sexual selection,Sexual selection,4,How does competition for mates drive evolution?,1.747529,7.581215,7.402261,3.31805,0.0,0.0,0,0,0.0,0.0,0.0,1.4796392,1.2519941,-10,-10
757,2171,Evolution,Natural outcomes,Natural outcomes,2,What are the major outcomes of evolution?,0.595186,6.703248,4.527235,2.32217,0.0,0.0,0,0,0.0,0.0,0.0,1.6086338,1.4162728,-10,-10
758,2171,Evolution,Natural outcomes > Adaptation,Adaptation,3,How do organisms adapt to their environments?,0.175942,6.97831,4.037308,1.967133,0.0,0.0,0,0,0.0,0.0,0.0,1.5469935,1.3860132,-10,-10
759,2171,Evolution,Natural outcomes > Coevolution,Coevolution,3,Can two species evolve in response to each other?,0.626193,7.047193,4.709002,2.197595,0.0,0.0,0,0,0.0,0.0,0.0,1.7898374,1.4350027,-10,-10
760,2171,Evolution,Natural outcomes > Cooperation,Cooperation,3,Why do animals cooperate if evolution favors competition?,-0.187595,6.676336,4.250912,2.046344,0.0,0.0,0,0,0.0,0.0,0.0,2.0390236,1.5409706,-10,-10
761,2171,Evolution,Natural outcomes > Speciation,Speciation,3,How do new species form?,-0.217831,7.112994,6.027456,1.927546,0.0,0.0,0,0,0.0,0.0,0.0,1.5140568,1.4635767,-10,-10
762,2171,Evolution,Natural outcomes > Extinction,Extinction,3,Why do species go extinct?,1.569729,7.411606,4.899683,2.444805,0.0,0.0,0,0,0.0,0.0,0.0,1.8092793,1.5625255,-10,-10
763,2171,Evolution,Applications,Applications,2,How is evolutionary theory used in medicine and agriculture?,-0.421185,7.500939,4.220402,1.354379,0.0,0.0,0,0,0.0,0.0,0.0,1.525049,1.3320098,-10,-10
764,2171,Evolution,Evolutionary history of life > Origin of life,Origin of life,3,How did life begin on Earth?,0.640394,7.598714,5.819393,2.183214,0.0,0.0,0,0,0.0,0.0,0.0,1.3290095,3.05031,-10,-10
765,2171,Evolution,Evolutionary history of life > Common descent,Common descent,3,Do all living things share a common ancestor?,6.632053,8.768892,5.797703,2.028182,0.0,0.0,0,0,0.0,0.0,0.0,1.3038441,1.7900313,-10,-10
766,2171,Evolution,Evolutionary history of life > Evolution of life,Evolution of life,3,How has life changed over billions of years?,0.734224,7.056621,4.323785,2.215117,0.0,0.0,0,0,0.0,0.0,0.0,1.1324228,2.77094,-10,-10
767,2171,Evolution,History of evolutionary thought > Classical antiquity,Classical antiquity,3,Did ancient Greeks and Romans have ideas about evolution?,6.938406,6.518279,7.779871,3.245366,0.0,0.0,0,0,0.0,0.0,0.0,1.6470959,1.8424735,-10,-10
768,2171,Evolution,History of evolutionary thought > Middle Ages,Middle Ages,3,What did medieval scholars think about the origins of species?,-0.807608,6.822213,5.269934,0.597386,0.0,0.0,0,0,0.0,0.0,0.0,5.188891,4.3575516,-10,-10
769,2171,Evolution,History of evolutionary thought > Pre-Darwinian,Pre-Darwinian,3,Who proposed evolutionary ideas before Darwin?,-0.313753,6.529348,4.10746,1.979059,0.0,0.0,0,0,0.0,0.0,0.0,1.5060736,1.7794446,-10,-10
770,2171,Evolution,History of evolutionary thought > Darwinian revolution,Darwinian revolution,3,How did Darwin revolutionize our understanding of evolution?,0.020096,7.701472,4.242392,1.43804,1.051072,0.0,2,0,-1.051072,0.010472,0.0,1.597831,1.4630915,-8,-10
771,2171,Evolution,History of evolutionary thought > Pangenesis and heredity,Pangenesis and heredity,3,What early theories explained how traits are inherited?,0.894591,7.552351,5.399301,0.377546,0.0,0.0,0,0,0.0,0.0,0.0,1.4075568,1.4058769,-10,-10
772,2171,Evolution,History of evolutionary thought > The 'modern synthesis',The 'modern synthesis',3,How did genetics and evolution merge into one theory?,5.7672,7.018198,8.202994,3.084627,0.978293,0.966742,1,1,-0.011552,0.009747,0.01312,1.4552892,1.375295,-9,-9
773,2171,Evolution,History of evolutionary thought > Further syntheses,Further syntheses,3,What new discoveries have expanded evolutionary theory since the 1950s?,6.263524,6.714569,5.288113,0.172969,0.0,0.0,0,0,0.0,0.0,0.0,1.4253095,1.4941761,-10,-10
774,2171,Evolution,Social and cultural responses,Social and cultural responses,2,How has society reacted to evolutionary theory?,1.225968,7.726389,5.497478,0.40018,0.0,0.0,0,0,0.0,0.0,0.0,1.5465053,1.3898355,-10,-10
775,2207,Family,Introduction,Introduction,0,What is a family?,0.4653,7.167127,10.96277,-0.927644,0.0,0.0,0,0,0.0,0.0,0.0,9.833545,-1.244348,-10,-10
776,2207,Family,Social,Social,2,How does family function as a social institution?,0.264896,6.452534,4.416025,1.804782,0.0,0.0,0,0,0.0,0.0,0.0,9.784748,-1.3459682,-10,-10
777,2207,Family,Social > Size,Size,3,How many people are typically in a family?,1.543018,8.931609,12.311621,4.067771,4.601328,1.160317,43,4,-3.441011,0.045842,0.015747,5.759902,1.7683265,33,-6
778,2207,Family,Types,Types,2,What are the different types of families?,-0.52504,6.475737,4.400938,1.624993,0.0,0.0,0,0,0.0,0.0,0.0,9.700484,-1.257657,-10,-10
779,2207,Family,Types > Multigenerational family,Multigenerational family,3,What is a multigenerational family?,6.534751,9.228009,9.495595,1.990698,1.220081,1.227089,4,5,0.007008,0.012155,0.016653,9.798776,-1.291339,-6,-5
780,2207,Family,Types > Conjugal (nuclear) family,Conjugal (nuclear) family,3,What is a nuclear family?,1.031116,8.374671,5.734156,0.876911,0.168391,0.0,2,0,-0.168391,0.001678,0.0,9.871742,-1.3207203,-8,-10
781,2207,Family,Types > Single-parent family,Single-parent family,3,How do single-parent families work?,1.549668,10.059013,6.561867,-0.798186,1.078207,1.20717,3,5,0.128963,0.010742,0.016383,9.910182,-1.3101761,-7,-5
782,2207,Family,Types > Matrifocal family,Matrifocal family,3,What is a matrifocal family?,1.318041,7.515469,12.49834,2.909389,1.364218,0.955467,5,1,-0.408751,0.013591,0.012967,9.908808,-1.3061519,-5,-9
783,2207,Family,Types > Extended family,Extended family,3,What is an extended family?,1.156983,9.586323,6.004263,-0.11531,1.269073,2.670049,5,15,1.400976,0.012644,0.036236,9.872667,-1.2881014,-5,5
784,2207,Family,Types > Family of choice,Family of choice,3,What does family of choice mean?,6.862485,8.809831,6.401337,0.521156,1.858047,1.340501,12,6,-0.517546,0.018511,0.018193,9.901317,-1.2879093,2,-4
785,2207,Family,Types > Blended family,Blended family,3,What is a blended family?,6.461745,8.135135,8.866801,1.054321,2.084958,1.402918,15,7,-0.68204,0.020772,0.01904,9.873026,-1.3203195,5,-3
786,2207,Family,Types > Monogamous family,Monogamous family,3,What is a monogamous family?,0.07866,6.631642,6.445199,2.296388,1.464335,0.934192,6,1,-0.530143,0.014589,0.012678,9.866995,-1.3567307,-4,-9
787,2207,Family,Types > Polygamous family,Polygamous family,3,What is a polygamous family?,1.518542,8.971879,6.015095,0.477891,1.176818,0.0,3,0,-1.176818,0.011724,0.0,9.883183,-1.3319877,-7,-10
788,2207,Family,Kinship terminology > Degrees of kinship,Degrees of kinship,3,How are degrees of kinship measured?,4.535673,6.884081,7.638789,2.793917,1.551819,2.83014,9,24,1.278321,0.01546,0.038409,9.999408,-1.3138058,-1,14
789,2207,Family,Kinship terminology > Terminologies,Terminologies,3,How do different cultures name family relationships?,1.522756,9.957835,5.683972,0.07489,0.0,0.0,0,0,0.0,0.0,0.0,9.840252,-1.2298001,-10,-10
790,2207,Family,Roles,Roles,2,What roles do family members have?,7.002047,7.423327,7.200984,1.889117,1.019883,1.382667,2,7,0.362784,0.010161,0.018765,9.903181,-1.2998737,-8,-3
791,2207,Family,Roles > Nuclear family,Nuclear family,3,What are the roles in a nuclear family?,6.443699,8.330013,9.596645,3.72576,1.094646,1.209974,3,4,0.115328,0.010906,0.016421,10.016673,-1.2909868,-7,-6
792,2207,Family,Roles > Collateral relatives,Collateral relatives,3,Who are collateral relatives?,2.194981,10.012753,9.446308,0.340149,1.475274,1.04599,8,2,-0.429284,0.014698,0.014196,9.994112,-1.3260717,-2,-8
793,2207,Family,Roles > Aggregate relatives,Aggregate relatives,3,Who are aggregate relatives?,7.103477,9.115232,9.288392,2.00941,1.167377,1.017569,3,2,-0.149808,0.01163,0.01381,10.026077,-1.3094674,-7,-8
794,2207,Family,Types of kinship > Patrilineal,Patrilineal,3,What does patrilineal mean?,0.601762,7.699409,5.558949,1.391233,0.0,0.0,0,0,0.0,0.0,0.0,9.984266,-1.2702668,-10,-10
795,2207,Family,Types of kinship > Matrilineal,Matrilineal,3,What does matrilineal mean?,1.895535,7.849423,5.584678,2.02401,0.0,0.0,0,0,0.0,0.0,0.0,9.939593,-1.2429657,-10,-10
796,2207,Family,Types of kinship > Bilateral descent,Bilateral descent,3,What is bilateral descent?,0.904814,9.353574,6.155806,0.442056,0.08324,0.294877,1,1,0.211637,0.000829,0.004002,10.001142,-1.2678276,-9,-9
797,2207,Family,History of theories,History of theories,2,How have theories about families changed over time?,6.671375,6.565979,6.369095,-0.324512,0.0,0.0,0,0,0.0,0.0,0.0,9.56635,-1.1650699,-10,-10
798,2207,Family,History of theories > The nuclear family in industrial society,The nuclear family in industrial society,3,How did industrialization affect the nuclear family?,1.307845,9.779523,6.624503,-0.457109,3.649262,1.878687,28,11,-1.770576,0.036357,0.025497,9.8214855,-1.2821069,18,1
799,2207,Family,History of theories > The postmodern family,The postmodern family,3,What is the postmodern family?,2.094802,10.042466,6.694577,-0.789873,1.448635,6.955357,8,57,5.506723,0.014432,0.094394,9.668555,-1.4859339,-2,47
800,2207,Family,Domestic violence,Domestic violence,2,What is domestic violence?,2.465947,8.612219,6.034048,0.667951,1.043531,1.144139,2,2,0.100608,0.010397,0.015528,9.840741,-1.4799286,-8,-8
801,2207,Family,Domestic violence > Family violence,Family violence,3,What types of violence happen within families?,1.928221,8.759796,9.359406,3.725947,0.0,0.0,0,0,0.0,0.0,0.0,9.851399,-1.5366682,-10,-10
802,2207,Family,Domestic violence > Family violence > Parental abuse of children (child abuse),Parental abuse of children (child abuse),4,What is child abuse?,3.78154,7.275973,7.704962,3.494983,0.0,0.0,0,0,0.0,0.0,0.0,9.876263,-1.5162514,-10,-10
803,2207,Family,Domestic violence > Family violence > Parental abuse by children,Parental abuse by children,4,Why do some children abuse their parents?,4.406859,7.709095,9.373116,3.786819,1.647425,2.633816,10,18,0.986391,0.016413,0.035745,9.979294,-1.5595381,0,8
804,2207,Family,Domestic violence > Family violence > Elder abuse,Elder abuse,4,What is elder abuse?,6.460528,7.13922,6.698773,0.451004,1.236249,1.914578,3,7,0.67833,0.012317,0.025984,9.930864,-1.5009576,-7,-3
805,2207,Family,Domestic violence > Forced and child marriage,Forced and child marriage,3,What are forced and child marriages?,1.099336,9.560942,12.294228,4.257964,1.062643,0.0,2,0,-1.062643,0.010587,0.0,9.759038,-1.507134,-8,-10
806,2207,Family,The concept of family honour,The concept of family honour,2,What is family honour?,1.144879,8.556147,7.530087,0.215349,0.115325,0.0,1,0,-0.115325,0.001149,0.0,9.869319,-1.2408878,-9,-10
807,2207,Family,"Economic issues > Dowry, bride price and dower","Dowry, bride price and dower",3,"What is the difference between dowry, bride price, and dower?",1.939242,8.733547,5.886644,0.262895,2.121206,1.712937,11,6,-0.408269,0.021133,0.023247,9.815941,-1.458373,1,-4
808,2207,Family,Economic issues > Property regimes and taxation,Property regimes and taxation,3,How do property rights work in families?,1.619282,9.334958,6.427918,-0.359809,1.744071,14.211723,11,88,12.467652,0.017376,0.192874,9.495689,-1.6533834,1,78
809,2207,Family,Rights and laws > Family rights,Family rights,3,What legal rights do families have?,4.430755,7.92428,9.593363,3.726632,2.025896,3.414319,12,21,1.388423,0.020184,0.046337,9.685397,-1.4402957,2,11
810,2207,Family,Rights and laws > Reproductive rights,Reproductive rights,3,What are reproductive rights?,1.761522,9.788947,6.401066,1.380367,0.081814,0.0,1,0,-0.081814,0.000815,0.0,9.670867,-1.4719265,-9,-10
811,2207,Family,Rights and laws > Parents' rights,Parents' rights,3,What rights do parents have?,5.802589,8.912399,9.196059,2.688329,1.773908,1.999111,10,11,0.225203,0.017673,0.027131,9.7577915,-1.5613143,0,1
812,2207,Family,Rights and laws > Children's rights,Children's rights,3,What rights do children have?,5.905383,6.355551,7.142344,2.462479,0.0,0.0,0,0,0.0,0.0,0.0,9.711554,-1.5064536,-10,-10
813,2207,Family,Rights and laws > Marriage rights,Marriage rights,3,What legal rights come with marriage?,3.328203,6.910493,7.170744,2.446671,2.566226,5.163172,18,46,2.596946,0.025567,0.070072,9.518717,-1.6304439,8,36
814,2207,Family,Rights and laws > Legal reforms > Gender equality,Gender equality,4,How has gender equality changed family law?,3.061934,9.241099,6.915736,-0.257498,1.615927,2.19379,7,13,0.577862,0.016099,0.029773,9.57064,-1.5524092,-3,3
815,2207,Family,Rights and laws > Legal reforms > Divorce,Divorce,4,How does divorce work legally?,2.036013,8.934895,7.029892,0.689187,0.0,1.05145,0,2,1.05145,0.0,0.01427,9.514461,-1.624442,-10,-8
816,2207,Family,Health > Family medicine,Family medicine,3,What is family medicine?,1.327808,8.22616,6.87471,2.376503,0.0,0.0,0,0,0.0,0.0,0.0,7.2029495,4.6612325,-10,-10
817,2207,Family,Health > Maternal mortality,Maternal mortality,3,What is maternal mortality?,6.009893,7.695824,8.059863,2.594044,1.49639,1.280631,5,3,-0.21576,0.014908,0.01738,5.67898,2.3291988,-5,-7
818,2207,Family,Health > Infant and child mortality,Infant and child mortality,3,Why do infants and children die?,3.151455,6.983296,8.065973,2.593464,4.062343,4.343545,35,32,0.281203,0.040472,0.058948,5.7112823,2.2152798,25,22
819,2207,Family,Politics,Politics,2,How do politics affect families?,7.73969,5.870534,12.981273,1.040919,10.621593,1.650731,51,7,-8.970862,0.105821,0.022403,9.802264,-1.4099678,41,-3
820,2207,Family,Work–family balance,Work–family balance,2,How do people balance work and family life?,4.52355,6.702822,6.082516,-0.522532,1.216765,1.943019,4,13,0.726253,0.012122,0.02637,9.736758,-1.3538774,-6,3
821,2207,Family,Work–family balance > Protection of private and family life,Protection of private and family life,3,How is family privacy protected by law?,1.663687,8.737382,5.882573,0.257637,0.0,0.0,0,0,0.0,0.0,0.0,9.569774,-1.549035,-10,-10
822,2207,Family,Criticism,Criticism,2,What are common criticisms of the family structure?,1.069756,8.73999,6.038827,0.13824,1.056357,1.031043,3,2,-0.025314,0.010524,0.013993,9.438254,-1.1642896,-7,-8
823,2207,Family,The family and social justice,The family and social justice,2,How does family relate to social justice?,1.702108,9.305719,6.161531,0.233691,4.722986,1.121027,36,3,-3.601959,0.047054,0.015214,9.593547,-1.3651608,26,-7
824,2207,Family,Global trends in family composition,Global trends in family composition,2,How are families changing around the world?,7.454004,6.963057,6.57914,-0.656329,4.328682,1.331566,29,7,-2.997116,0.043126,0.018071,5.808495,1.7529873,19,-3
825,2271,Fire,Introduction,Introduction,0,What is fire?,7.103223,4.968405,11.780727,-0.159595,0.0,0.0,0,0,0.0,0.0,0.0,3.7228372,4.1074576,-10,-10
826,2271,Fire,Etymology,Etymology,2,Where does the word fire come from?,6.580066,6.86339,11.224195,1.438583,1.816042,2.011631,6,8,0.195589,0.018093,0.027301,5.8422055,3.6544504,-4,-2
827,2271,Fire,History > Fossil record,Fossil record,3,When did fire first appear on Earth?,8.38225,6.113942,12.200246,0.487072,0.0,0.0,0,0,0.0,0.0,0.0,1.6124959,3.1431468,-10,-10
828,2271,Fire,History > Human control,Human control,3,How did humans learn to control fire?,9.039844,7.007213,12.323777,1.588652,2.757357,6.33667,20,50,3.579313,0.027471,0.085998,3.9087071,3.8851833,10,40
829,2271,Fire,History > Human control > Early human control,Early human control,4,When did early humans first start using fire?,6.291969,7.21123,11.372342,-0.007477,0.957806,0.0,1,0,-0.957806,0.009542,0.0,4.085904,3.851137,-9,-10
830,2271,Fire,History > Human control > Later human control,Later human control,4,How did fire control techniques advance over time?,7.102034,7.393414,11.462852,1.455961,4.225037,14.71573,26,104,10.490693,0.042093,0.199714,4.3223515,4.2388906,16,94
831,2271,Fire,History > Human control > Use in war,Use in war,4,How has fire been used as a weapon throughout history?,6.84332,7.46456,12.774652,2.542587,1.086802,1.176687,2,3,0.089885,0.010828,0.015969,4.214197,3.9775083,-8,-7
832,2271,Fire,History > Human control > Productive use for energy,Productive use for energy,4,How do humans harness fire for energy production?,6.886436,7.855966,5.926934,1.093412,1.020115,1.923895,2,13,0.903781,0.010163,0.02611,3.743756,4.086057,-8,3
833,2271,Fire,Physical properties > Chemistry,Chemistry,3,What chemical reactions occur when something burns?,0.502654,7.466092,5.17022,1.718033,0.0,0.0,0,0,0.0,0.0,0.0,3.6663387,4.2592854,-10,-10
834,2271,Fire,Physical properties > Flame,Flame,3,How does a flame work?,0.192549,6.533962,5.573587,1.802943,0.0,0.0,0,0,0.0,0.0,0.0,3.519337,4.3088512,-10,-10
835,2271,Fire,Physical properties > Flame > Typical adiabatic temperatures,Typical adiabatic temperatures,4,How hot do different types of flames burn?,6.836573,7.973017,12.370872,3.695538,0.0,0.0,0,0,0.0,0.0,0.0,3.493381,4.3370166,-10,-10
836,2271,Fire,Fire science > Ecology,Ecology,3,What role does fire play in natural ecosystems?,2.711294,7.672222,5.741852,0.658641,2.02167,3.021562,15,25,0.999892,0.020142,0.041007,2.1578746,2.367089,5,15
837,2271,Fire,Fire science > Firefighting,Firefighting,3,How do firefighters put out fires?,7.986836,6.871745,12.810009,2.416135,0.975124,1.522487,1,7,0.547363,0.009715,0.020662,3.9356422,3.9926376,-9,-3
838,2271,Fire,"Fire science > Management, prevention and protection systems","Management, prevention and protection systems",3,What systems exist to prevent and protect against fires?,7.673259,6.638725,11.894415,3.025774,12.304618,1.12399,72,3,-11.180628,0.122589,0.015254,3.985352,3.99995,62,-7
839,2271,Fire,In culture,In culture,2,What significance does fire have in different cultures?,7.152165,8.574696,11.496774,1.411148,3.529991,6.737742,25,39,3.207751,0.035169,0.091441,4.2402716,3.936031,15,29
840,2307,Folklore,Introduction,Introduction,0,What is folklore?,0.474002,7.592212,7.386873,3.434641,0.0,0.0,0,0,0.0,0.0,0.0,9.61206,1.1336197,-10,-10
841,2307,Folklore,Overview,Overview,2,How would you describe folklore in general terms?,0.001728,6.805033,4.667586,1.718057,0.0,0.0,0,0,0.0,0.0,0.0,9.585818,1.1242318,-10,-10
842,2307,Folklore,Origin and development of folklore studies,Origin and development of folklore studies,2,How did the study of folklore begin and evolve over time?,5.410053,5.447853,6.228702,-0.823716,2.740498,5.05972,17,35,2.319222,0.027303,0.068668,9.519912,1.0879636,7,25
843,2307,Folklore,"Definition of ""folk""","Definition of ""folk""",2,Who counts as 'folk' in folklore?,7.127279,7.328895,9.429049,1.193771,7.015339,2.285081,42,16,-4.730258,0.069893,0.031012,9.591326,1.1323442,32,6
844,2307,Folklore,Folklore genres,Folklore genres,2,What are the different types or categories of folklore?,6.687731,7.97172,11.794714,3.174651,2.565156,1.876373,13,8,-0.688783,0.025556,0.025465,9.666085,1.1565186,3,-2
845,2307,Folklore,Folklore genres > Verbal tradition,Verbal tradition,3,What kinds of stories and sayings are passed down orally?,2.491263,8.658104,6.643954,-1.010997,1.837816,1.600437,8,6,-0.237378,0.01831,0.02172,9.669383,1.2337849,-2,-4
846,2307,Folklore,Folklore genres > Material culture,Material culture,3,What objects and crafts are considered part of folklore?,6.256081,8.574992,10.601357,3.843259,2.355447,1.533299,14,7,-0.822148,0.023467,0.020809,9.64869,1.142534,4,-3
847,2307,Folklore,Folklore genres > Customs,Customs,3,What traditional practices and rituals fall under folklore?,7.445147,7.407051,12.483474,3.548537,3.182004,3.984446,22,29,0.802442,0.031702,0.054075,9.681247,1.1704545,12,19
848,2307,Folklore,Folklore genres > Childlore and games,Childlore and games,3,What games and traditions do children pass down to each other?,6.352002,8.392696,10.369782,-0.39983,5.207022,2.070139,41,11,-3.136883,0.051877,0.028095,9.727515,1.1366289,31,1
849,2307,Folklore,Folklore genres > Folk history,Folk history,3,How do communities remember and tell their own history?,2.793874,7.691627,12.230362,3.661514,1.348159,1.972492,6,12,0.624332,0.013431,0.02677,9.579763,1.1581755,-4,2
850,2307,Folklore,Folklore performance in context,Folklore performance in context,2,How does folklore come alive when people share it?,7.832801,7.610083,12.091105,2.706573,6.403724,4.127535,35,24,-2.276189,0.063799,0.056017,9.639373,1.1961992,25,14
851,2307,Folklore,Folklore performance in context > Backstory,Backstory,3,What background knowledge do you need to understand folklore performances?,7.486045,7.789821,6.840693,-0.320362,4.690313,2.485502,30,18,-2.204811,0.046729,0.033732,9.608205,1.1637276,20,8
852,2307,Folklore,Folklore performance in context > Tradition-bearer and audience,Tradition-bearer and audience,3,Who tells folklore and who listens to it?,7.170758,8.70855,9.326185,2.346578,2.92122,1.917802,17,9,-1.003418,0.029104,0.026027,9.599064,1.2022815,7,-1
853,2307,Folklore,Folklore performance in context > Framing the performance,Framing the performance,3,How do people signal when they're sharing folklore?,7.822281,8.427925,7.166715,0.499349,3.154063,2.393093,18,15,-0.76097,0.031423,0.032478,9.758376,1.2329725,8,5
854,2307,Folklore,Folklore performance in context > In the subjunctive voice,In the subjunctive voice,3,Why does folklore often use 'what if' or hypothetical language?,7.554689,7.385401,10.528147,4.091197,1.649693,2.01195,7,10,0.362258,0.016436,0.027305,9.862956,1.30664,-3,0
855,2307,Folklore,Folklore performance in context > Anderson's law of auto-correction,Anderson's law of auto-correction,3,How do folk stories naturally fix themselves when retold?,7.727647,8.335286,7.274585,1.457015,1.784865,2.312467,7,13,0.527602,0.017782,0.031384,9.636688,1.1764491,-3,3
856,2307,Folklore,Folklore performance in context > Context of material lore,Context of material lore,3,What's the significance of when and where folk objects are used?,7.809999,6.307899,12.338804,3.63941,1.709283,2.698978,8,18,0.989695,0.017029,0.036629,9.591661,1.1140844,-2,8
857,2307,Folklore,Folklore performance in context > Toelken's conservative-dynamic continuum,Toelken's conservative-dynamic continuum,3,How do folklore traditions balance staying the same versus changing?,1.581698,10.026142,12.420453,3.585749,1.553047,1.941662,7,11,0.388615,0.015473,0.026351,9.65692,1.1868333,-3,1
858,2307,Folklore,Folklore performance in context > In the electronic age,In the electronic age,3,How has the internet changed how folklore spreads?,8.301927,7.316735,10.848734,3.170716,1.369338,1.340784,4,5,-0.028554,0.013642,0.018196,9.684569,1.1917833,-6,-5
859,2412,Game,Introduction,Introduction,0,What is a game?,6.853301,5.563574,11.432149,0.066949,9.013148,0.376043,46,2,-8.637105,0.089796,0.005103,12.564483,0.04393974,36,-8
860,2412,Game,Definitions > Ludwig Wittgenstein,Ludwig Wittgenstein,3,How did Ludwig Wittgenstein define games?,0.81481,7.302996,4.265109,0.967833,0.0,0.0,0,0,0.0,0.0,0.0,12.453559,0.11579925,-10,-10
